sido,sigungu,age,2019,2020,2021,2022,2023,2024,2025
경북,울진군,60대,109,164,143,92,127,157,137
경북,울진군,70대이상,22,40,31,53,31,45,48
경북,울진군,기타,91,62,67,19,15,38,81
경북,울릉군,합계,74,74,67,73,58,40,37
경북,울릉군,20대이하,4,5,2,1,2,2,2
경북,울릉군,30대,7,17,10,9,7,3,6
경북,울릉군,40대,8,15,17,18,15,6,8
경북,울릉군,50대,22,14,14,19,19,13,10
경북,울릉군,60대,17,13,15,17,8,11,8
경북,울릉군,70대이상,9,6,5,8,5,2,3
경북,울릉군,기타,7,4,4,1,2,3,0
경남,,합계,43123,70161,72616,42321,38260,40889,44238
경남,,20대이하,1841,3022,3476,1932,1631,1511,1464
경남,,30대,9398,15556,14470,7710,8117,8823,9582
경남,,40대,11951,18874,18013,10213,9350,10011,10719
경남,,50대,10126,15585,15725,10066,9469,10005,10965
경남,,60대,5382,9374,10895,7102,6571,7155,7558
경남,,70대이상,1964,3571,4365,2741,2299,2599,2964
경남,,기타,2461,4179,5672,2557,823,785,986
경남,창원시,합계,13301,24490,20618,12217,11679,11897,13415
경남,창원시,20대이하,556,1118,1105,624,477,450,447
경남,창원시,30대,3106,5909,4382,2500,2781,2925,3170
경남,창원시,40대,4002,6788,5092,2944,3040,3095,3470
경남,창원시,50대,2995,5253,4239,2679,2745,2790,3128
경남,창원시,60대,1435,2951,3002,1845,1865,1845,2140
경남,창원시,70대이상,482,1054,1292,816,623,672,863
경남,창원시,기타,725,1417,1506,809,148,120,197
경남,의창구,합계,2703,5264,2793,1794,1919,2060,2148
경남,의창구,20대이하,124,206,151,83,73,74,59
경남,의창구,30대,600,1380,614,352,450,519,534
경남,의창구,40대,786,1333,670,429,472,509,512
경남,의창구,50대,738,1161,644,479,507,507,515
경남,의창구,60대,264,629,477,308,315,332,372
경남,의창구,70대이상,84,160,157,106,76,102,129
경남,의창구,기타,107,395,80,37,26,17,27
경남,성산구,합계,4488,7599,5233,2951,3596,3292,4578
경남,성산구,20대이하,211,418,358,199,178,166,173
경남,성산구,30대,1155,1981,1374,749,1098,993,1345
경남,성산구,40대,1479,2039,1227,668,1005,893,1267
경남,성산구,50대,898,1601,954,550,735,695,1009
경남,성산구,60대,360,723,571,306,427,403,579
경남,성산구,70대이상,89,288,193,105,115,120,164
경남,성산구,기타,296,549,556,374,38,22,41
경남,마산합포구,합계,1610,3134,4702,2359,2100,2284,2230
경남,마산합포구,20대이하,56,111,214,102,67,67,68
경남,마산합포구,30대,357,647,863,401,420,522,469
경남,마산합포구,40대,397,882,1207,534,557,565,577
경남,마산합포구,50대,373,711,974,549,464,516,505
경남,마산합포구,60대,261,489,755,402,388,411,383
경남,마산합포구,70대이상,113,213,400,215,184,175,215
경남,마산합포구,기타,53,81,289,156,20,28,13
경남,마산회원구,합계,2265,4206,3837,2239,1974,2078,2133
경남,마산회원구,20대이하,82,194,168,98,76,65,60
경남,마산회원구,30대,514,913,690,423,425,459,456
경남,마산회원구,40대,631,1263,908,570,463,529,514
경남,마산회원구,50대,499,854,779,483,497,500,518
경남,마산회원구,60대,262,536,592,360,355,350,400
경남,마산회원구,70대이상,90,204,258,190,129,149,143
경남,마산회원구,기타,187,242,442,115,29,26,42
경남,진해구,합계,2235,4287,4053,2874,2090,2183,2326
경남,진해구,20대이하,83,189,214,142,83,78,87
경남,진해구,30대,480,988,841,575,388,432,366
경남,진해구,40대,709,1271,1080,743,543,599,600
경남,진해구,50대,487,926,888,618,542,572,581
경남,진해구,60대,288,574,607,469,380,349,406
경남,진해구,70대이상,106,189,284,200,119,126,212
경남,진해구,기타,82,150,139,127,35,27,74
경남,진주시,합계,4576,7314,8047,4709,4404,5528,5928
경남,진주시,20대이하,166,295,418,203,218,195,195
경남,진주시,30대,1080,1829,1877,974,1083,1443,1606
경남,진주시,40대,1199,2048,2109,1180,1057,1346,1403
경남,진주시,50대,1020,1676,1784,1154,1009,1284,1435
경남,진주시,60대,584,874,1213,761,684,855,859
경남,진주시,70대이상,230,351,443,289,272,353,360
경남,진주시,기타,297,241,203,148,81,52,70
경남,통영시,합계,1723,2134,2371,1710,1381,1374,1302
경남,통영시,20대이하,67,99,99,58,36,49,38
경남,통영시,30대,342,418,444,277,212,200,187
경남,통영시,40대,456,611,621,409,349,357,296
경남,통영시,50대,420,473,563,457,374,346,367
경남,통영시,60대,272,328,438,330,282,276,280
경남,통영시,70대이상,95,126,180,130,96,108,116
경남,통영시,기타,71,79,26,49,32,38,18
경남,사천시,합계,1328,1644,2398,1977,1330,1562,1711
경남,사천시,20대이하,61,75,111,80,52,47,56
경남,사천시,30대,209,280,355,327,210,261,252
경남,사천시,40대,340,457,622,543,318,364,349
경남,사천시,50대,324,408,584,458,359,410,406
경남,사천시,60대,193,239,364,304,260,305,292
경남,사천시,70대이상,92,125,151,121,102,119,122
경남,사천시,기타,109,60,211,144,29,56,234
경남,김해시,합계,7718,12578,13427,6917,7094,7101,8273
경남,김해시,20대이하,350,551,622,365,360,300,299
경남,김해시,30대,1734,2678,2849,1385,1705,1725,1946
경남,김해시,40대,2293,3377,3558,1716,1871,1858,2112
경남,김해시,50대,1902,2618,2810,1588,1749,1745,2122
경남,김해시,60대,805,1405,1621,1003,972,1059,1271
경남,김해시,70대이상,287,544,648,377,360,315,413
경남,김해시,기타,347,1405,1319,483,77,99,110
경남,밀양시,합계,1103,1643,2174,1823,1497,1719,1365
경남,밀양시,20대이하,44,58,74,55,47,47,32
경남,밀양시,30대,128,210,293,248,203,222,214
경남,밀양시,40대,236,337,450,381,288,357,234
경남,밀양시,50대,337,462,621,525,404,420,359
경남,밀양시,60대,228,371,496,424,351,442,346
경남,밀양시,70대이상,85,129,185,142,118,164,128
경남,밀양시,기타,45,76,55,48,86,67,52
경남,거제시,합계,3418,4392,7446,3262,2322,2773,2996
경남,거제시,20대이하,161,193,295,138,115,115,114
경남,거제시,30대,934,1060,1299,534,390,436,500
경남,거제시,40대,879,1245,1681,890,575,701,760
경남,거제시,50대,654,912,1235,707,657,753,868
경남,거제시,60대,330,492,747,436,420,502,485
경남,거제시,70대이상,93,155,256,135,113,136,191
경남,거제시,기타,367,335,1933,422,52,130,78
경남,양산시,합계,5199,9889,9835,4533,4373,4750,5215
경남,양산시,20대이하,241,434,510,237,193,195,181
경남,양산시,30대,1170,2285,2182,881,1053,1151,1291
경남,양산시,40대,1437,2714,2604,1054,1040,1120,1310
경남,양산시,50대,1185,2078,2107,1068,996,1096,1194
경남,양산시,60대,652,1476,1537,736,688,789,795
경남,양산시,70대이상,276,622,702,306,258,308,352
경남,양산시,기타,238,280,193,251,145,91,92
경남,의령군,합계,287,318,318,316,175,219,205
경남,의령군,20대이하,5,4,11,10,4,3,5
경남,의령군,30대,22,35,31,36,13,21,18
경남,의령군,40대,37,55,60,71,28,40,39
경남,의령군,50대,65,93,83,82,57,64,57
경남,의령군,60대,44,72,96,76,56,65,61
경남,의령군,70대이상,17,30,33,31,13,17,23
경남,의령군,기타,97,29,4,10,4,9,2
경남,함안군,합계,601,968,1001,832,725,674,663
경남,함안군,20대이하,19,37,40,39,27,19,15
경남,함안군,30대,113,175,155,132,106,99,78
경남,함안군,40대,165,230,233,174,149,160,176
경남,함안군,50대,145,256,253,213,221,171,155
경남,함안군,60대,112,171,200,180,137,143,167
경남,함안군,70대이상,24,72,63,53,50,52,47
경남,함안군,기타,23,27,57,41,35,30,25
경남,창녕군,합계,591,759,853,733,567,558,548
경남,창녕군,20대이하,24,27,33,16,16,12,10
경남,창녕군,30대,79,115,108,80,70,54,42
경남,창녕군,40대,152,145,168,163,125,81,98
경남,창녕군,50대,142,207,248,223,146,165,144
경남,창녕군,60대,141,181,216,174,152,164,167
경남,창녕군,70대이상,44,72,60,62,39,67,68
경남,창녕군,기타,9,12,20,15,19,15,19
경남,고성군,합계,485,610,723,635,506,459,495
경남,고성군,20대이하,16,17,30,19,11,10,13
경남,고성군,30대,58,87,87,58,44,47,53
경남,고성군,40대,113,165,137,151,99,90,81
경남,고성군,50대,145,178,200,173,144,121,138
경남,고성군,60대,108,109,190,153,135,112,132
경남,고성군,70대이상,33,39,64,62,61,63,48
경남,고성군,기타,12,15,15,19,12,16,30
경남,남해군,합계,495,724,603,522,407,360,373
경남,남해군,20대이하,24,20,16,15,15,12,15
경남,남해군,30대,71,106,64,48,55,40,30
경남,남해군,40대,121,127,131,111,70,60,74
경남,남해군,50대,146,210,178,151,116,122,116
경남,남해군,60대,86,129,144,124,104,82,93
경남,남해군,70대이상,22,39,51,23,30,32,32
경남,남해군,기타,25,93,19,50,17,12,13
경남,하동군,합계,346,471,471,415,352,342,314
경남,하동군,20대이하,14,11,10,11,6,8,4
경남,하동군,30대,36,50,70,39,31,25,25
경남,하동군,40대,68,89,86,63,59,67,55
경남,하동군,50대,113,127,149,132,115,115,97
경남,하동군,60대,74,113,110,122,106,85,90
경남,하동군,70대이상,29,42,37,39,28,35,37
경남,하동군,기타,12,39,9,9,7,7,6
경남,산청군,합계,311,436,430,308,261,290,241
경남,산청군,20대이하,10,12,16,10,6,5,3
경남,산청군,30대,44,44,27,21,14,18,18
경남,산청군,40대,75,93,71,64,52,39,28
경남,산청군,50대,81,125,140,92,73,86,63
경남,산청군,60대,58,115,115,81,85,95,87
경남,산청군,70대이상,26,25,40,29,20,31,29
경남,산청군,기타,17,22,21,11,11,16,13
경남,함양군,합계,348,416,453,360,296,314,292
경남,함양군,20대이하,14,13,13,16,11,10,9
경남,함양군,30대,65,65,56,30,29,31,21
경남,함양군,40대,70,95,86,67,59,71,50
경남,함양군,50대,100,127,132,87,85,66,82
경남,함양군,60대,49,79,99,107,69,90,81
경남,함양군,70대이상,35,28,43,36,39,40,43
경남,함양군,기타,15,9,24,17,4,6,6
경남,거창군,합계,851,905,967,658,577,648,617
경남,거창군,20대이하,52,36,53,17,24,23,15
경남,거창군,30대,146,162,135,99,68,96,98
경남,거창군,40대,211,198,218,157,124,147,141
경남,거창군,50대,221,243,254,167,142,163,163
경남,거창군,60대,135,164,185,142,108,149,129
경남,거창군,70대이상,59,69,80,57,53,55,61
경남,거창군,기타,27,33,42,19,58,15,10
경남,합천군,합계,442,470,481,394,314,321,285
경남,합천군,20대이하,17,22,20,19,13,11,13
경남,합천군,30대,61,48,56,41,50,29,33
경남,합천군,40대,97,100,86,75,47,58,43
경남,합천군,50대,131,139,145,110,77,88,71
경남,합천군,60대,76,105,122,104,97,97,83
경남,합천군,70대이상,35,49,37,33,24,32,31
경남,합천군,기타,25,7,15,12,6,6,11
제주,,합계,7993,10409,12060,8430,6692,6479,7161
제주,,20대이하,333,413,517,355,285,241,211
제주,,30대,1511,2162,2487,1681,1464,1513,1579
제주,,40대,2179,2729,3645,2367,1739,1602,1765
제주,,50대,1860,2352,2665,1974,1589,1485,1614
제주,,60대,932,1185,1467,1170,935,965,1061
제주,,70대이상,274,404,546,387,301,308,364
제주,,기타,904,1164,733,496,379,365,567
제주,제주시,합계,6056,7467,8394,5796,4539,4594,5110
제주,제주시,20대이하,259,303,374,253,200,167,166
제주,제주시,30대,1242,1723,1896,1237,1079,1175,1253
제주,제주시,40대,1679,2012,2559,1613,1188,1141,1311
제주,제주시,50대,1366,1662,1819,1338,1056,1044,1193
제주,제주시,60대,669,805,982,777,610,652,755
제주,제주시,70대이상,198,256,341,240,181,202,232
제주,제주시,기타,643,706,423,338,225,213,200
제주,서귀포시,합계,1937,2942,3666,2634,2153,1885,2051
제주,서귀포시,20대이하,74,110,143,102,85,74,45
제주,서귀포시,30대,269,439,591,444,385,338,326
제주,서귀포시,40대,500,717,1086,754,551,461,454
제주,서귀포시,50대,494,690,846,636,533,441,421
제주,서귀포시,60대,263,380,485,393,325,313,306
제주,서귀포시,70대이상,76,148,205,147,120,106,132
제주,서귀포시,기타,261,458,310,158,154,152,367
